LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
-71.1093728,42.8953905,,OLD JOHNSON RD,,DANVILLE,,NH,03819,000019000024000000,4d0ee6f5a6e4f966
-71.1333387,42.8951691,,DANVILLE RD,,CONCORD,,NH,03302,000018000172000000,9fdd4a396f77df27
-71.1617455,42.8955326,12,HOOD RD,,E HAMPSTEAD,,NH,03826,000011000011000000,5d77509ec154f510
-71.1090749,42.8940754,,PATRIOT DR,,BEDFORD,,NH,03110,000019000148000000,09974e2ad935d985
-71.2115622,42.8954074,467,MAIN ST,,HAMPSTEAD,,NH,03841,000002000051000000,95537d5118956045
-71.1086331,42.8952729,,OLD JOHNSON RD,,DANVILLE,,NH,03819,000019000024000000,4be9caa82deace74
-71.1427524,42.8941396,315 B,SANDOWN RD,,E HAMPSTEAD,,NH,03826,000018000137000002,df0bdde95c541949
-71.1618769,42.894763,10,HOOD RD,,HAMPSTEAD,,NH,03841,000011000017000000,c190a4b464b6e274
-71.1153661,42.8944922,129,HUNT RD,,E. HAMPSTEAD,,NH,03826,000019000043000000,3dc1c9e958a9feb7
-71.1342545,42.8952127,75,WOODRIDGE RD,,E HAMPSTEAD,,NH,03826,000018000036000000,e54cca6c9634ee2d
-71.1436936,42.8950858,9,ATWOOD DR,,E. HAMPSTEAD,,NH,03826,000018000164000000,99d5b824d5e249d6
-71.1176058,42.8948998,66,HARPER RIDGE RD,,E. HAMPSTEAD,,NH,03826,000019000067000000,6fe99b58d995cf2d
-71.1967977,42.8952674,80,WHEELWRIGHT RD,,HAMPSTEAD,,NH,03841,000002000091000000,d826f333e221880b
-71.1297988,42.8918022,,LEWIS LN,,ATKINSON,,NH,03811,000018000062000004,2ff3a80bd155f785
-71.1072265,42.8952123,,OLD JOHNSON RD,,DANVILLE,,NH,03819,000019000024000000,737467538d260e35
-71.1893795,42.894164,184,KENT FARM RD,,HAMPSTEAD,,NH,03841,000009000053000000,8d7ffc5399be6683
-71.1672328,42.8951617,66,BUTTRICK RD,,HAMPSTEAD,,NH,03841,000011000130000000,16c157565e97e4eb
-71.1697077,42.8950992,156,BUTTRICK RD,,HAMPSTEAD,,NH,03841,000011000120000000,ccac06a12270fd00
-71.106558,42.8951129,44,OLD JOHNSON RD,,EAST HAMPSTEAD,,NH,03826,000019000003000000,0f93d33a32ad3c6b
-71.2091577,42.8950768,5,LABRADOR LN,,HAMPSTEAD,,NH,03841,000002000052000003,cba0a4e58f0c7ff4
-71.1806083,42.8949849,6,HUTCHINS PATH,,HAMPSTEAD,,NH,03841,000009000108000000,3cbf20d87ba64a45
-71.2004874,42.8951276,32,PAGE LN,,HAMPSTEAD,,NH,03841,000002000144000000,c41042b85e6997ac
-71.1263037,42.894685,,BROWN HILL RD,,ATKINSON,,NH,03811,000018000066000000,f793f98ca48f7074
-71.1821934,42.895161,7,FREEDOM HILL RD,,HAMPSTEAD,,NH,03841,000009000110000000,031a036f915a61ac
-71.2148756,42.8937027,26,NORTH SALEM RD,,HAMPSTEAD,,NH,03841,000002000039000000,3bd398ee19e6a5cf
-71.144468,42.8949503,5,ATWOOD DR,,E. HAMPSTEAD,,NH,03826,000018000121000000,1403a1ef9c9094d5
-71.1835813,42.8949828,4,FREEDOM HILL RD,,HAMPSTEAD,,NH,03841,000009000088000000,b53b50a4975df990
-71.1200624,42.8948742,43,HARPER RIDGE RD,,E. HAMPSTEAD,,NH,03826,000019000006000000,f5810f064d5ea49a
-71.1952399,42.8949469,70,WHEELWRIGHT RD,,HAMPSTEAD,,NH,03841,000009000140000000,b5f2b7190215cd05
-71.2063067,42.8941099,405,MAIN ST,,HAMPSTEAD,,NH,03841,000002000014000000,c0e7adad516bdead
-71.1291592,42.8945239,,ROUTE 111,,E. HAMPSTEAD,,NH,03826,000018000039000000,6f0e8a26beeae0ca
-71.1919956,42.8949238,40,BARTHELMESS LN,,HAMPSTEAD,,NH,03841,000009000186000000,f9f817c0cf95b20d
-71.1365955,42.8947755,5,WOODRIDGE RD,,E HAMPSTEAD,,NH,03826,000018000023000000,38c664337283b169
-71.1245195,42.8948466,195,BROWN HILL RD,,E. HAMPSTEAD,,NH,03826,000019000129000000,326d3c1a6db7ed53
-71.1391007,42.8942894,16,WOODRIDGE RD,,E. HAMPSTEAD,,NH,03826,000018000071000000,fc811aa97fbb5231
-71.134637,42.8949591,84,DANVILLE RD,,E HAMPSTEAD,,NH,03826,000018000035000000,077b604ab7c5948a
-71.2130042,42.8948242,478,MAIN ST,,HAMPSTEAD,,NH,03841,000002000063000000,88b78661dfda62a6
-71.1614479,42.8951454,9,HOOD RD,,LYNN,,MA,01902,000011000014000000,e37f1841c58c592b
-71.1648736,42.8948892,79,BUTTRICK RD,,HAMPSTEAD,,NH,03841,000011000098000000,93d6f30d9c28553f
-71.1622893,42.8951953,17,TABOR RD,,HAMPSTEAD,,NH,03841,000011000076000000,43cd3953c1aa801a
-71.1459724,42.8944048,342,SANDOWN RD,,E. HAMPSTEAD,,NH,03826,00001800009300000A,4d61b264f01489c2
-71.160101,42.894712,25,ESTEE RD,,E HAMPSTEAD,,NH,03826,000011000060000001,bc1195d010141aa0
-71.1116294,42.8947606,164,HUNT RD,,E. HAMPSTEAD,,NH,03826,000019000002000000,7717082eac4e4dde
-71.1624806,42.8951659,11,TABOR RD,,MANCHESTER,,NH,03102,000011000179000000,5d80433a43661c84
-71.1629243,42.8951519,8,TABOR RD,,WILMINGTON,,MA,01887,000011000183000000,f5409aedcec4b479
-71.186618,42.8948325,163,KENT FARM RD,,HAMPSTEAD,,NH,03841,000009000016000000,5843ebf8cdde085a
-71.119185,42.8945986,59,HARPER RIDGE RD,,E. HAMPSTEAD,,NH,03826,000019000007000000,423e9eb5ecda77da
-71.1237782,42.8938777,20,CHECKERBERRY RD,,E. HAMPSTEAD,,NH,03826,000019000128000000,2bcc4a84d882c1a3
-71.1814682,42.8949338,5,HUTCHINS PATH,,HAMPSTEAD,,NH,03841,000009000109000000,42a3264706cb7723
-71.1700652,42.8948067,162,BUTTRICK RD,,HAMPSTEAD,,NH,03841,000011000119000000,206c2b80140fc321
-71.1108858,42.8945445,172,HUNT RD,,E HAMPSTEAD,,NH,03826,000019000012000000,a8e803d7d13e6d1c
-71.1575141,42.8949869,,ESTEE RD,,BRADFORD,,MA,01835,000011000310000000,c235245c9a604ed9
-71.1232356,42.8941582,26,CHECKERBERRY RD,,E HAMPSTEAD,,NH,03826,000019000130000000,85037e81b6f93d4d
-71.1934431,42.8949476,43,BARTHELMESS LN,,HAMPSTEAD,,NH,03841,000009000184000000,09be3f4b5db12779
-71.1991948,42.8947395,56,PAGE LN,,HAMPSTEAD,,NH,03841,000002000148000000,66335e470e823c96
-71.1360071,42.8944661,70,DANVILLE RD,,E. HAMPSTEAD,,NH,03826,000018000085000000,105c227d12e2bd2f
-71.1971619,42.8948429,7,SYLVESTER LN,,HAMPSTEAD,,NH,03841,000002000090000000,98fc749db5c7d546
-71.167595,42.8948636,60,BUTTRICK RD,,HAMPSTEAD,,NH,03841,000011000131000000,a91966ad0ecc7f90
-71.1153064,42.8935264,143,HUNT RD,,E HAMPSTEAD,,NH,03826,000019000023000000,2482ef33b87f95ab
-71.1350733,42.894751,80,DANVILLE RD,,PLAISTOW,,NH,03865,000018000015000000,ff36cc9b103c09cd
-71.163109,42.8949656,63,CROY PATH,,WILMINGTON,,MA,01887,000011000184000000,4d414bbc3e973a30
-71.188419,42.8940872,172,KENT FARM RD,,HAMPSTEAD,,NH,03841,000009000054000000,d4406a4c5519f558
-71.1999424,42.894754,50,PAGE LN,,HAMPSTEAD,,NH,03841,000002000146000000,a5d29239ef47d5d4
-71.2094326,42.8948186,3,LABRADOR LN,,HAMPSTEAD,,NH,03841,000002000052000002,c2e5a8520dfb90b7
-71.1641373,42.8941904,66,CROY PATH,,HAMPSTEAD,,NH,03841,000011000192000000,e03ecf49e2429716
-71.1627844,42.8949598,6,TABOR RD,,PLAISTOW,,NH,03865,000011000052000000,3a8e6e86b194a108
-71.1680307,42.8946347,54,BUTTRICK RD,,HAMPSTEAD,,NH,03841,000011000132000000,542ab8750b8029ea
-71.1652444,42.8946413,71,BUTTRICK RD,,HAMPSTEAD,,NH,03841,000011000097000000,ddfd6215c1d6fe3a
-71.1622676,42.894945,9,TABOR RD,,HAMPSTEAD,,NH,03841,000011000180000000,2ba508b19e38852e
-71.1381702,42.8945352,12,WOODRIDGE RD,,E HAMPSTEAD,,NH,03826,000018000050000000,b552b519f9734fc7
-71.1135775,42.8940739,,HUNT RD,,HAMPSTEAD,,NH,03841,000019000048000000,cb0034e9cfe8c4a2
-71.1623698,42.8949189,7,TABOR RD,,TEWKSBURY,,MA,01876,000011000181000000,72b5c79f5085057b
-71.1624731,42.8949162,5,TABOR RD,,TEWKSBURY,,MA,,000011000182000000,c110d717c3b2bd22
-71.1613334,42.8948778,7,HOOD RD,,HAMPSTEAD,,NH,03841,000011000016000000,d8a1ee560da37cf3
-71.1861083,42.8944656,155,KENT FARM RD,,HAMPSTEAD,,NH,03841,000009000199000000,ddbde71b9eb1f729
-71.1926873,42.8944495,44,BARTHELMESS LN,,HAMPSTEAD,,NH,03841,000009000185000000,ed1ef3f5688937a1
-71.1574393,42.8936933,,ANGLE POND,,HAMPSTEAD,,NH,03841,000011000195000000,6c13538cd821f969
-71.1441901,42.8944618,335,SANDOWN RD,,E HAMPSTEAD,,NH,03826,000018000037000000,fd7679973fe799bc
-71.1172796,42.8944283,70,HARPER RIDGE RD,,E. HAMPSTEAD,,NH,03826,000019000068000000,df63172d783f79fd
-71.1226136,42.8939429,30,CHECKERBERRY RD,,E HAMPSTEAD,,NH,03826,000019000131000000,3ef00ab1525f3278
-71.2124891,42.8945036,468,MAIN ST,,HAMPSTEAD,,NH,03841,000002000020000000,438032d755616744
-71.2048431,42.8938345,387,MAIN ST,,HAMPSTEAD,,NH,03841,000002000157000000,d6b2fe7ffb392b96
-71.1629507,42.8948354,61,CROY PATH,,HAMPSTEAD,,NH,03841,000011000185000000,3571e33e57078503
-71.1703665,42.8945004,166,BUTTRICK RD,,HAMPSTEAD,,NH,03841,000011000118000000,11fd98f798939fea
-71.1437752,42.8942181,323,SANDOWN RD,,E. HAMPSTEAD,,NH,03826,000018000137000000,5f7397188d58d738
-71.1658672,42.894571,67,BUTTRICK RD,,HAMPSTEAD,,NH,03841,000011000096000000,12e9fcd395aae538
-71.1453775,42.8945793,342,SANDOWN RD,,E. HAMPSTEAD,,NH,03826,000018000093000000,56095bf75ce0cb3c
-71.1684174,42.8943584,48,BUTTRICK RD,,HAMPSTEAD,,NH,03841,000011000133000000,3458d58149b2efb9
-71.1626675,42.8947822,4,TABOR RD,,"E HAMPSTEAD, NH",,NH,03826,000011000186000000,fbe83b1fec048876
-71.1989509,42.8941633,60,PAGE LN,,HAMPSTEAD,,NH,03841,000002000149000000,a0ca5c07cadc0d67
-71.2012159,42.8945393,41,PAGE LN,,HAMPSTEAD,,NH,03841,000002000145000000,7d7e027ba969cab2
-71.1125206,42.8939773,159,HUNT RD,,E HAMPSTEAD,,NH,03826,000019000059000000,e2e29ff72437dad9
-71.1248975,42.8943833,189,BROWN HILL RD,,E. HAMPSTEAD,,NH,03826,000019000045000000,3cd17a0527238bb5
-71.2080447,42.8942109,427,MAIN ST,,HAMPSTEAD,,NH,03841,000002000032000000,731ad874c06b9163
-71.1941052,42.8944337,22,GEISSER LN,,HAMPSTEAD,,NH,03841,000009000058000000,05e943406574eb9a
-71.162327,42.8946348,3,TABOR RD,,HAMPSTEAD,,NH,03841,000011000034000000,554c850145ae3f2c
-71.2121746,42.8943306,464,MAIN ST,,HAMPSTEAD,,NH,03841,000002000073000000,c85a49584a07df4f
-71.1821936,42.8944943,32,WASH POND RD,,HAMPSTEAD,,NH,03841,000009000077000000,3a64aafadd89016d
-71.1635618,42.8941749,62,CROY PATH,,TEWKSBURY,,MA,01876,000011000041000000,ea2752d03821b194
-71.1609136,42.8946503,5,HOOD RD,,HAMPSTEAD,,NH,03841,000011000171000000,2f3ce28faba68896
-71.1626326,42.8945598,2,TABOR RD,,EXETER,,NH,03833,000011000001000000,7a20279f23040f6e
-71.1634487,42.8941197,60,CROY PATH,,HAVERHILL,,MA,01830,000011000004000000,4a970db704f1b9f5
-71.1974972,42.8944379,11,SYLVESTER LN,,HAMPSTEAD,,NH,03841,000002000089000000,e1f5632331376627
-71.1381473,42.8939117,8,WOODRIDGE RD,,E. HAMPSTEAD,,NH,03826,000018000078000000,6b40ef1ff8eb1318
-71.1211057,42.8939471,44,CHECKERBERRY RD,,HAMPSTEAD,,NH,03841,000019000133000000,93446efccf7ab5be
-71.1204983,42.8939952,48,CHECKERBERRY RD,,E HAMPSTEAD,,NH,03826,000019000134000000,91811deb8a48942d
-71.1613281,42.8944129,60,ESTEE RD,,BRADFORD,,MA,01835,000011000170000000,11f99947a4261c25
-71.1185479,42.894074,75,HARPER RIDGE RD,,E. HAMPSTEAD,,NH,03826,000019000138000000,46b31a8cb0c79e2b
-71.1662328,42.894319,61,BUTTRICK RD,,HAMPSTEAD,,NH,03841,000011000095000000,4d31bdac96b9a2bb
-71.2095854,42.8943124,441,MAIN ST,,HAMPSTEAD,,NH,03841,000002000052000000,1e00578069e7fd0a
-71.1708694,42.8943044,172,BUTTRICK RD,,HAMPSTEAD,,NH,03841,000011000117000000,d91cca99b5bc03f3
-71.1838904,42.8941805,22,WASH POND RD,,HAMPSTEAD,,NH,03841,000009000075000000,c952b900593a9aac
-71.1816315,42.8942663,36,WASH POND RD,,HAMPSTEAD,,NH,03841,000009000078000000,257dbda9c4e4ae3b
-71.1831831,42.8943653,2,FREEDOM HILL RD,,HAMPSTEAD,,NH,03841,000009000076000000,be3b511239004977
-71.1633081,42.8939978,56,CROY PATH,,HAMPSTEAD,,NH,03841,000011000190000000,3939ce48d0046878
-71.2120124,42.8938541,456,MAIN ST,,HAMPSTEAD,,NH,03841,000002000165000000,f181f772806d1a82
-71.188036,42.893658,166,KENT FARM RD,,HAMPSTEAD,,NH,03841,000009000054000001,f217e34d168c7cee
-71.1219106,42.8938816,36,CHECKERBERRY RD,,E. HAMPSTEAD,,NH,03826,000019000132000000,ef0717f0b01ca07f
-71.1610865,42.8941739,19,CROY PATH,,HAMPSTEAD,,NH,03841,000011000275000000,c4e4acb40b898b2c
-71.1687135,42.8940304,42,BUTTRICK RD,,HAMPSTEAD,,NH,03841,000011000134000000,dcec0a756a2880db
-71.1956466,42.8942931,6,SYLVESTER LN,,HAMPSTEAD,,NH,03841,000009000141000000,8ef9afb0b20d1a24
-71.1332442,42.8932003,45,DANVILLE RD,,WINDHAM,,NH,03087,000018000005000000,7e40c14a4f829c74
-71.1714734,42.8941881,178,BUTTRICK RD,,HAMPSTEAD,,NH,03841,000011000116000000,d9a7d3df7e50a669
-71.1118055,42.8939676,171,HUNT RD,,E HAMPSTEAD,,NH,03826,000019000020000000,19283731e6576cd7
-71.1719431,42.8940408,184,BUTTRICK RD,,HAMPSTEAD,,NH,03841,000011000115000000,5b56d21540ce6994
-71.1171471,42.8939954,76,HARPER RIDGE RD,,E. HAMPSTEAD,,NH,03826,000019000069000000,992ea0d16a132c71
-71.1455523,42.8939122,334,SANDOWN RD,,E. HAMPSTEAD,,NH,03826,000018000092000000,8e4b875f058400cf
-71.1198841,42.8937726,54,CHECKERBERRY RD,,E HAMPSTEAD,,NH,03826,000019000135000000,ea909c4ebaeb19a1
-71.1811322,42.894069,42,WASH POND RD,,HAMPSTEAD,,NH,03841,000009000079000000,83b3211d51cd156f
-71.172931,42.8941488,190,BUTTRICK RD,,HAMPSTEAD,,NH,03841,000011000114000000,4e6d17d8f4fa0cf9
-71.1250814,42.8939916,185,BROWN HILL RD,,E HAMPSTEAD,,NH,03826,000019000026000000,07940bd3c5d04e04
-71.1631497,42.8938953,54,CROY PATH,,MELROSE,,MA,02176,000011000188000000,3f8f83fd9d4a89be
-71.1605239,42.893982,15,CROY PATH,,HAMPSTEAD,,NH,03841,000011000276000000,f06ad9f9252f072d
-71.1665551,42.894022,53,BUTTRICK RD,,HAMPSTEAD,,NH,03841,000011000094000000,3b2054886b2c1a28
-71.1654298,42.8931699,34,BAYWOOD DR,,HAMPSTEAD,,NH,03841,000011000270000000,815240dd50f88ade
-71.197841,42.8940483,15,SYLVESTER LN,,HAMPSTEAD,,NH,03841,000002000088000000,53b3d9f6ba26684e
-71.2026965,42.8932577,371,MAIN ST,,HAMPSTEAD,,NH,03841,000002000058000001,a41ab243a21fc5de
-71.1934824,42.8939938,30,GEISSER LN,,HAMPSTEAD,,NH,03841,000009000175000000,c68ed11190403b81
-71.2112078,42.8939183,3,SARAH'S WAY,,HAMPSTEAD,,NH,03841,000002000074000000,bb7e8baf0c441115
-71.1842253,42.8938455,16,WASH POND RD,,HAMPSTEAD,,NH,03841,000009000074000000,d6e756b646f8c340
-71.1630325,42.8938357,50,CROY PATH,,HAMPSTEAD,,NH,03841,000011000187000000,5fd847e6bb6f18a2
-71.1757414,42.8936576,62,BLOODY BROOK RD,,HAMPSTEAD,,NH,03841,000009000118000000,09ffd0120eb3b3f9
-71.1690542,42.8937221,36,BUTTRICK RD,,HAMPSTEAD,,NH,03841,000011000135000000,6319d7290084d68e
-71.1119662,42.8934838,177,HUNT RD,,HAMPSTEAD,,NH,03841,000019000139000000,2cd250fe5ceec192
-71.1267996,42.8938534,172,BROWN HILL RD,,E. HAMPSTEAD,,NH,03826,000018000068000000,56b89022482fcba7
-71.1875507,42.8938008,160,KENT FARM RD,,HAMPSTEAD,,NH,03841,000009000123000000,3fb09f801134b352
-71.1806142,42.8938703,50,WASH POND RD,,HAMPSTEAD,,NH,03841,000009000030000000,ba2c16b3ec442cf1
-71.1960913,42.8937835,10,SYLVESTER LN,,HAMPSTEAD,,NH,03841,000009000142000000,1612e1a6ba2fef75
-71.1377726,42.8933684,,WOODRIDGE RD,,PHILADELPHIA,,PA,19103,000018000079000000,e454d4cdd1cb5b27
-71.1921664,42.8937214,48,GEISSER LN,,HAMPSTEAD,,NH,03841,000009000173000000,daa69e5e63fa1b45
-71.1736202,42.8938955,51,BLOODY BROOK RD,,HAMPSTEAD,,NH,03841,000009000122000000,9970fef312a084a1
-71.1623947,42.8935406,17,BAYWOOD DR,,HAMPSTEAD,,NH,03841,000011000267000000,e329241d2fa0d0b8
-71.147306,42.8915288,,ROUTE 111,,E HAMSTEAD,,NH,03826,000018000095000000,4e1693d060a5ec1b
-71.1398692,42.893272,7,COMMERCE PARK DR,,E HAMPSTEAD,,NH,03826,000018000154000000,f5f72358b9fe9b40
-71.1452757,42.8936522,330,SANDOWN RD,,E. HAMPSTEAD,,NH,03826,000018000094000000,d3ecc95184a67b9c
-71.1598201,42.8936364,5,CROY PATH,,HAMPSTEAD,,NH,03841,000011000249000000,2752ae9a3e64bd51
-71.1948611,42.8936764,21,GEISSER LN,,HAMPSTEAD,,NH,03841,000009000166000000,927b93c783ad6f78
-71.1253644,42.8936175,175,BROWN HILL RD,,E. HAMPSTEAD,,NH,03826,000019000021000000,e11afd4d9596c228
-71.2003179,42.8935035,55,PAGE LN,,HAMPSTEAD,,NH,03841,000002000147000000,693d3cca44dc2162
-71.1670444,42.8936951,47,BUTTRICK RD,,HAMPSTEAD,,NH,03841,000011000093000000,afb1b20c5fc6b8fe
-71.1141656,42.8933861,23,SOLDIERS HILL RD,,E HAMPSTEAD,,NH,03826,000019000049000000,d6e2195ca77c5c77
-71.1170476,42.8934732,82,HARPER RIDGE RD,,E. HAMPSTEAD,,NH,03826,000019000070000000,abaa3853d8fef523
-71.2067144,42.8939562,405,MAIN ST,,HAMPSTEAD,,NH,03841,000002000014000000,932fecf7a4cd279b
-71.1914424,42.8935828,60,GEISSER LN,,HAMPSTEAD,,NH,03841,000009000172000000,40d6f6953140cba4
-71.1705317,42.893127,,BLOODY BROOK RD,,HAMPSTEAD,,NH,03841,000011000062000000,72185165d1a0bcd1
-71.1446484,42.8931852,320,SANDOWN RD,,HAMPSTEAD,,NH,03841,000018000104000000,6cc44bbee9059e16
-71.140475,42.8933433,9,COMMERCE PARK DR,,KINGSTON,,NH,03848,000018000157000000,a4627c5562a677a4
-71.1727925,42.893608,41,BLOODY BROOK RD,,HAMPSTEAD,,NH,03841,000011000142000000,fc67ba52ccf09077
-71.1983818,42.8933505,17,SYLVESTER LN,,HAMPSTEAD,,NH,03841,000002000087000000,0a1f99a666b3a976
-71.1870814,42.8934621,5,JOHNSON MEADOW RD,,HAMPSTEAD,,NH,03841,000009000069000000,9b05d7173d69924f
-71.1845345,42.8934984,10,WASH POND RD,,HAMPSTEAD,,NH,03841,000009000073000000,440631db1aa4b845
-71.1181445,42.8932401,85,HARPER RIDGE RD,,E. HAMPSTEAD,,NH,03826,000019000137000000,5e4d8c4142afcccb
-71.1112105,42.8931425,187,HUNT RD,,E. HAMPSTEAD,,NH,03826,000019000019000000,dc9e546c396acfaa
-71.1752928,42.8929913,56,BLOODY BROOK RD,,HAMPSTEAD,,NH,03841,000009000117000000,fe4feaf6406b12fa
-71.1929386,42.8935745,40,GEISSER LN,,HAMPSTEAD,,NH,03841,000009000174000000,1ff3eb75610439e8
-71.2100381,42.8936817,434,MAIN ST,,HAMPSTEAD,,NH,03841,000002000043000000,b8c189eb55190a9b
-71.1240163,42.8932861,14,CHECKERBERRY RD,,E HAMPSTEAD,,NH,03826,000019000017000000,33f7583ab13082f4
-71.1519369,42.8927066,,SQUIRE RIDGE RD,,HAMPSTEAD,,NH,03841,000011000027000000,2bf813b810c77dae
-71.1244978,42.8931244,10,CHECKERBERRY RD,,E HAMPSTEAD,,NH,03826,000019000016000000,0226a6e1472bcaa5
-71.1788609,42.8932943,70,WASH POND RD,,HAMPSTEAD,,NH,03841,000009000042000000,9a8c19acb0935f18
-71.1190926,42.8932424,66,CHECKERBERRY RD,,E. HAMPSTEAD,,NH,03826,000019000136000000,48078698b2666f2b
-71.1824422,42.8936334,35,WASH POND RD,,HAMPSTEAD,,NH,03841,000009000047000000,0adce17a87de37f8
-71.164641,42.8931802,33,BAYWOOD DR,,HAMPSTEAD,,NH,03841,000011000269000000,4a67dbd879ddd24f
-71.1690641,42.8932819,30,BUTTRICK RD,,HAMPSTEAD,,NH,03841,000011000136000000,8642b21edfdbb515
-71.2068972,42.893852,,MAIN ST,,HAMPSTEAD,,NH,03841,000002000014000001,c9d6c01d5bc2ecb2
-71.1267947,42.8932594,164,BROWN HILL RD,,E. HAMPSTEAD,,NH,03826,000018000058000000,35be0110af71c717
-71.2081657,42.893536,417,MAIN ST,,HAMPSTEAD,,NH,03841,000002000033000000,7cc81b1645642b63
-71.2125798,42.8931072,25,SARAH'S WAY,,HAMPSTEAD,,NH,03841,000002000075000000,339d8d0adc7111c1
-71.1418141,42.8925773,305,SANDOWN RD,,WINDHAM,,NH,03087,000018000166000000,e81cc081a5a16a42
-71.125734,42.8931988,165,BROWN HILL RD,,E. HAMPSTEAD,,NH,03826,000018000063000000,3ea2f6780a066dd2
-71.1943356,42.8933276,31,GEISSER LN,,HAMPSTEAD,,NH,03841,000009000167000000,7bd78afc6291c4fd
-71.1830229,42.8930702,19,WASH POND RD,,AMESBURY,,MA,01913,000009000015000000,cc5417113e629d59
-71.1587258,42.8931891,51,LANCASTER RD,,HAMPSTEAD,,NH,03841,000011000250000000,4e50b996698bb534
-71.1743272,42.8931175,50,BLOODY BROOK RD,,HAMPSTEAD,,NH,03841,000009000116000000,9eb97ad66e3c16cd
-71.1817676,42.8932615,43,WASH POND RD,,HAMPSTEAD,,NH,03841,000009000025000000,0ffb45ade4cc5940
-71.202615,42.8924511,361,MAIN ST,,HAMPSTEAD,,NH,03841,000002000010000000,951fe491cbc8dbd1
-71.1613188,42.8931829,8,BAYWOOD DR,,HAMPSTEAD,,NH,03841,000011000274000000,b01ada0782c340ad
-71.1852261,42.8932558,135,KENT FARM RD,,HAMPSTEAD,,NH,03841,000009000071000000,066d0e5d93d4f6ff
-71.1784089,42.8930527,76,WASH POND RD,,HAMPSTEAD,,NH,03841,000009000043000000,ea0dcc56e30b138b
-71.1203212,42.8928886,49,CHECKERBERRY RD,,E HAMPSTEAD,,NH,03865,000019000100000000,d940bb8e3b1aab08
-71.2060996,42.8930993,395,MAIN ST,,HAMPSTEAD,,NH,03841,000002000057000000,40bf7ff03db108f4
-71.1210793,42.8928892,43,CHECKERBERRY RD,,E HAMPSTEAD,,NH,03826,000019000101000000,6ba4cdf7b25b681c
-71.1970314,42.8927208,14,SYLVESTER LN,,HAMPSTEAD,,NH,03841,000002000086000000,1035690bb325f7a9
-71.2077605,42.8934132,415,MAIN ST,,HAMPSTEAD,,NH,03841,000002000055000000,0bc004870b9bbc05
-71.1672755,42.893219,41,BUTTRICK RD,,HAMPSTEAD,,NH,03841,000011000092000000,f34a3589621103c2
-71.2157816,42.8933461,1,DREW RD,,DERRY,,NH,03038,000002000127000000,438058fad3ced921
-71.1887874,42.8927278,47,JOHNSON MEADOW RD,,HAMPSTEAD,,NH,03841,000009000055000001,0a8687fc6a7cecb9
-71.1250214,42.8928332,6,CHECKERBERRY RD,,E. HAMPSTEAD,,NH,03826,000019000015000000,1f682da0f85260e0
-71.1604555,42.8930825,6,CROY PATH,,HAMPSTEAD,,NH,03841,000011000248000000,2f3f6c02d7d900e1
-71.2102419,42.8932822,2,SARAH'S WAY,,HAMPSTEAD,,NH,03841,000002000160000000,1e0cfbd183945f80
-71.2129807,42.8928331,5,HOUSTON'S WAY,,HAMPSTEAD,,NH,03841,000002000166000000,14d8d6fe698c6804
-71.1663941,42.8919068,,WENTWORTH LN,,HAMPSTEAD,,NH,03841,000011000059000000,53ca439e798605d6
-71.109616,42.8928223,198,HUNT RD,,E HAMPSTEAD,,NH,03826,000019000010000000,6869006eb9d16c28
-71.1633352,42.8930425,25,BAYWOOD DR,,HAMPSTEAD,,NH,03841,000011000268000000,6a0540fe330aa26d
-71.1996927,42.8925736,29,KIMBERLY RD,,HAMPSTEAD,,NH,03841,000002000083000000,44ef36097afa01ad
-71.119655,42.8924689,55,CHECKERBERRY RD,,E HAMPSTEAD,,NH,03826,000019000099000000,d284d490fb2ddfed
-71.1170204,42.8929322,90,HARPER RIDGE RD,,E HAMPSTEAD,,NH,03826,000019000071000000,516dafa3dfe557a4
-71.1739732,42.8929281,44,BLOODY BROOK RD,,HAMPSTEAD,,NH,03841,000009000115000000,d38063f0a5070002
-71.1129859,42.8926937,7,REGIMENT DR,,E HAMPSTEAD,,NH,03826,000019000053000000,df40de84ae4da486
-71.1779387,42.8928481,82,WASH POND RD,,HAMPSTEAD,,NH,03841,000009000044000000,f6e62e51e290f53b
-71.1145653,42.8929503,27,SOLDIERS HILL RD,,E HAMPSTEAD,,NH,03826,000019000050000000,b64faf4ac7777fe3
-71.1115612,42.8925643,14,REGIMENT DR,,E. HAMPSTEAD,,NH,03826,000019000011000000,46306e1679216285
-71.1226124,42.8927436,25,CHECKERBERRY RD,,E HAMPSTEAD,,NH,03826,000019000126000000,a7cfbe23d95b357c
-71.1220031,42.8927497,33,CHECKERBERRY RD,,E. HAMPSTEAD,,NH,03826,000019000125000000,042a60da9e96c14d
-71.1808687,42.8930121,51,WASH POND RD,,DUBLIN,,CA,94568,000009000066000000,5458c46b7b95f8a6
-71.1864623,42.8929192,6,JOHNSON MEADOW RD,,HAMPSTEAD,,NH,03841,000009000086000000,3e6422d28a0e68a9
-71.1937635,42.8929198,37,GEISSER LN,,HAMPSTEAD,,NH,03841,000009000168000000,0f07bcc82754ea21
-71.1107778,42.8922424,15,WINCHESTER DR,,E HAMPSTEAD,,NH,03826,000019000009000005,993791ee49c9d1ae
